tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	31	0	live	ACACA	ACACD, ACACalpha, ACC, ACC1, ACCA, ACCalpha, Acac1, hACC1, ACACA	acetyl-CoA carboxylase alpha	acetyl-CoA carboxylase 1|ACC-alpha|acetyl-Coenzyme A carboxylase alpha	17q12	17	NC_000017.11	37084992	37406836	minus	66	200350	
9606	Homo sapiens	32	0	live	ACACB	ACACbeta, ACC-beta, ACC2, ACCB, ACCbeta, HACC275	acetyl-CoA carboxylase beta	acetyl-CoA carboxylase 2|acetyl-Coenzyme A carboxylase beta	12q24.11	12	NC_000012.12	109111189	109268226	plus	59	601557	
9606	Homo sapiens	33	0	live	ACADL	ACAD4, LCAD	acyl-CoA dehydrogenase long chain	long-chain specific acyl-CoA dehydrogenase, mitochondrial|acyl-Coenzyme A dehydrogenase, long chain|long-chain acyl-CoA dehydrogenase	2q34	2	NC_000002.12	210187923	210225447	minus	12	609576	
9606	Homo sapiens	34	0	live	ACADM	ACAD1, MCAD, MCADH	acyl-CoA dehydrogenase medium chain	medium-chain specific acyl-CoA dehydrogenase, mitochondrial|acyl-CoA dehydrogenase, C-4 to C-12 straight chain|acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain|medium-chain acyl-CoA dehydrogenase|testicular tissue protein Li 7	1p31.1	1	NC_000001.11	75724709	75763679	plus	13	607008	
9606	Homo sapiens	36	0	live	ACADSB	2-MEBCAD, ACAD7, SBCAD	acyl-CoA dehydrogenase short/branched chain	short/branched chain specific acyl-CoA dehydrogenase, mitochondrial|2-methyl branched chain acyl-CoA dehydrogenase|2-methylbutyryl-coenzyme A dehydrogenase|acyl-Coenzyme A dehydrogenase, short/branched chain	10q26.13	10	NC_000010.11	123009006	123058290	plus	11	600301	
9606	Homo sapiens	37	0	live	ACADVL	ACAD6, LCACD, VLCAD	acyl-CoA dehydrogenase very long chain	very long-chain specific acyl-CoA dehydrogenase, mitochondrial|acyl-Coenzyme A dehydrogenase, very long chain	17p13.1	17	NC_000017.11	7217125	7225266	plus	23	609575	
9606	Homo sapiens	38	0	live	ACAT1	ACAT, MAT, T2, THIL	acetyl-CoA acetyltransferase 1	acetyl-CoA acetyltransferase, mitochondrial|acetoacetyl Coenzyme A thiolase|acetoacetyl-CoA thiolase|acetyl-Coenzyme A acetyltransferase 1|mitochondrial acetoacetyl-CoA thiolase|testicular tissue protein Li 198	11q22.3	11	NC_000011.10	108116705	108147603	plus	17	607809	
9606	Homo sapiens	39	0	live	ACAT2		acetyl-CoA acetyltransferase 2	acetyl-CoA acetyltransferase, cytosolic|acetoacetyl Coenzyme A thiolase|acetyl-CoA transferase-like protein|cytosolic acetoacetyl-CoA thiolase	6q25.3	6	NC_000006.12	159762045	159779112	plus	10	100678	
9606	Homo sapiens	64746	0	live	ACBD3	GCP60, GOCAP1, GOLPH1, PAP7	acyl-CoA binding domain containing 3	Golgi resident protein GCP60|PBR- and PKA-associated protein 7|PKA (RIalpha)-associated protein|acyl-Coenzyme A binding domain containing 3|golgi complex associated protein 1, 60kDa|golgi phosphoprotein 1|peripheral benzodiazepine receptor-associated protein PAP7	1q42.12	1	NC_000001.11	226144679	226186741	minus	8	606809	
9606	Homo sapiens	1636	0	live	ACE	ACE1, CD143, DCP, DCP1	angiotensin I converting enzyme	angiotensin-converting enzyme|CD143 antigen|angiotensin I converting enzyme (peptidyl-dipeptidase A) 1|carboxycathepsin|dipeptidyl carboxypeptidase 1|dipeptidyl carboxypeptidase I|kininase II|peptidase P	17q23.3	17	NC_000017.11	63477061	63498373	plus	26	106180	
9606	Homo sapiens	22985	0	live	ACIN1	ACINUS, ACN, fSAP152	apoptotic chromatin condensation inducer 1	apoptotic chromatin condensation inducer in the nucleus|functional spliceosome-associated protein 152	14q11.2	14	NC_000014.9	23058564	23095614	minus	22	604562	
9606	Homo sapiens	57007	0	live	ACKR3	CMKOR1, CXC-R7, CXCR-7, CXCR7, GPR159, RDC-1, RDC1	atypical chemokine receptor 3	atypical chemokine receptor 3|C-X-C chemokine receptor type 7|G protein-coupled receptor|G-protein coupled receptor 159|G-protein coupled receptor RDC1 homolog|chemokine (C-X-C motif) receptor 7|chemokine orphan receptor 1	2q37.3	2	NC_000002.12	236537122	236582354	plus	7	610376	
