tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	137735	0	live	ABRA	STARS	actin binding Rho activating protein	actin-binding Rho-activating protein|striated muscle activator of Rho-dependent signaling	8q23.1	8	NC_000008.11	106759483	106770244	minus	2	609747	
9606	Homo sapiens	84142	0	live	ABRAXAS1	ABRA1, CCDC98, FAM175A	abraxas 1, BRCA1 A complex subunit	BRCA1-A complex subunit Abraxas 1|abraxas protein|coiled-coil domain containing 98|family with sequence similarity 175 member A	4q21.23	4	NC_000004.12	83459517	83485100	minus	10	611143	
9606	Homo sapiens	80724	0	live	ACAD10		acyl-CoA dehydrogenase family member 10	acyl-CoA dehydrogenase family member 10|ACAD-10|acyl-Coenzyme A dehydrogenase family, member 10	12q24.12	12	NC_000012.12	111686053	111757099	plus	22	611181	
9606	Homo sapiens	176	0	live	ACAN	AGC1, AGCAN, CSPG1, CSPGCP, MSK16, SEDK, SSOAOD	aggrecan	aggrecan core protein|cartilage-specific proteoglycan core protein|chondroitin sulfate proteoglycan core protein 1|large aggregating proteoglycan	15q26.1	15	NC_000015.10	88803436	88875353	plus	20	155760	
9606	Homo sapiens	414149	0	live	ACBD7	bA455B2.2	acyl-CoA binding domain containing 7	acyl-CoA-binding domain-containing protein 7|acyl-Coenzyme A binding domain containing 7	10p13	10	NC_000010.11	15075475	15088776	minus	4		
9606	Homo sapiens	340485	0	live	ACER2	ALKCDase2, ASAH3L	alkaline ceramidase 2	alkaline ceramidase 2|alkCDase 2|alkaline CDase 2|ceramide hydrolase|haCER2	9p22.1	9	NC_000009.12	19409009	19452505	plus	11	613492	
9606	Homo sapiens	43	0	live	ACHE	ACEE, ARACHE, N-ACHE, YT	acetylcholinesterase (Cartwright blood group)	acetylcholinesterase|Yt blood group|acetylcholinesterase (Yt blood group)|apoptosis-related acetylcholinesterase	7q22.1	7	NC_000007.14	100889994	100896994	minus	8	100740	
9606	Homo sapiens	1238	0	live	ACKR2	CCBP2, CCR10, CCR9, CMKBR9, D6, hD6	atypical chemokine receptor 2	atypical chemokine receptor 2|C-C chemokine receptor D6|CC-chemokine-binding receptor JAB61|chemokine (C-C motif) receptor 9|chemokine (C-C) receptor 9|chemokine receptor CCR-10|chemokine receptor CCR-9|chemokine receptor D6|chemokine-binding protein 2|chemokine-binding protein D6	3p22.1	3	NC_000003.12	42809445	42867286	plus	3	602648	
9606	Homo sapiens	48	0	live	ACO1	ACONS, HEL60, IREB1, IREBP, IREBP1, IRP1	aconitase 1	cytoplasmic aconitate hydratase|aconitase 1, soluble|aconitate hydratase, cytoplasmic|citrate hydro-lyase|cytoplasmic aconitase|cytosplasmic aconitase|epididymis luminal protein 60|epididymis secretory sperm binding protein|ferritin repressor protein|iron regulatory protein 1|iron-responsive element-binding protein 1|soluble aconitase	9p21.1	9	NC_000009.12	32384643	32454769	plus	23	100880	
9606	Homo sapiens	55856	0	live	ACOT13	HT012, PNAS-27, THEM2	acyl-CoA thioesterase 13	acyl-coenzyme A thioesterase 13|hotdog-fold thioesterase superfamily member 2|hypothalamus protein HT012|palmitoyl-CoA hydrolase|thioesterase superfamily member 2	6p22.3	6	NC_000006.12	24667077	24705046	plus	4	615652	
9606	Homo sapiens	23205	0	live	ACSBG1	BG, BG1, BGM, GR-LACS, LPD	acyl-CoA synthetase bubblegum family member 1	long-chain-fatty-acid--CoA ligase ACSBG1|bubblegum|lipidosin|very long-chain acyl-CoA synthetase	15q25.1	15	NC_000015.10	78167468	78234565	minus	20	614362	
9606	Homo sapiens	348158	0	live	ACSM2B	ACSM2, HXMA, HYST1046	acyl-CoA synthetase medium chain family member 2B	acyl-coenzyme A synthetase ACSM2B, mitochondrial|acyl-CoA synthetase medium-chain family member 2|benzoate--CoA ligase|butyrate--CoA ligase 2B|butyryl-coenzyme A synthetase 2B|middle-chain acyl-CoA synthetase 2B|xenobiotic/medium-chain fatty acid-CoA ligase HXM-A|xenobiotic/medium-chain fatty acid:CoA ligase	16p12.3	16	NC_000016.10	20536226	20576367	minus	17	614359	
9606	Homo sapiens	100132116	0	live	ACTA2-AS1	UC001kfo, ZXF1, uc001kfo.1	ACTA2 antisense RNA 1		10q23.31	10	NC_000010.11	88932684	88939974	plus	5		
9606	Homo sapiens	345651	0	live	ACTBL2	ACT	actin beta like 2	beta-actin-like protein 2|actin-like protein|kappa-actin	5q11.2	5	NC_000005.10	57480018	57482811	minus	1	614835	
9606	Homo sapiens	72	0	live	ACTG2	ACT, ACTA3, ACTE, ACTL3, ACTSG, MMIHS5, VSCM, VSCM1	actin gamma 2, smooth muscle	actin, gamma-enteric smooth muscle|actin, gamma 2, smooth muscle, enteric|actin-like protein|alpha-actin-3	2p13.1	2	NC_000002.12	73893008	73919865	plus	9	102545	
9606	Homo sapiens	57180	0	live	ACTR3B	ARP11, ARP3BETA	actin related protein 3B	actin-related protein 3B|ARP3 actin related protein 3 homolog B|ARP3-beta|actin-like protein 3B|actin-related protein 3-beta|actin-related protein ARP4|actin-related protein Arp11	7q36.1-q36.2	7	NC_000007.14	152759752	152855378	plus	13		
9606	Homo sapiens	653857	0	live	ACTR3C	ARP11	actin related protein 3C	actin-related protein 3C|ARP3 actin related protein 3 homolog C|actin-related Arp11|actin-related protein 11	7q36.1	7	NC_000007.14	149881360	150323545	minus	21		
9606	Homo sapiens	64431	0	live	ACTR6	ARP6, CDA12, HSPC281, MSTP136, hARP6, hARPX	actin related protein 6	actin-related protein 6|ARP6 actin related protein 6 homolog	12q23.1	12	NC_000012.12	100200815	100224424	plus	11	619729	
9606	Homo sapiens	84517	0	live	ACTRT3	ARP-T3, ARPM1	actin related protein T3	actin-related protein T3|actin-related protein M1	3q26.2	3	NC_000003.12	169766921	169769561	minus	2	608534	
10090	Mus musculus	11477	0	live	Acvr1	ALK2, ActR-I, ActRIA, Acvra, Acvrlk2, Alk-2, Alk8, D330013D15Rik, SKR1, Tsk7L, Acvr1	activin A receptor, type 1	activin receptor type-1|TGF-B superfamily receptor type I|TSK-7L|TSR-I|activin receptor type I|serine/threonine-protein kinase receptor R1	2 C1.1	2	NC_000068.8	58336450	58456840	minus	15		
9606	Homo sapiens	94	0	live	ACVRL1	ACVRLK1, ALK-1, ALK1, HHT, HHT2, ORW2, SKR3, TSR-I	activin A receptor like type 1	serine/threonine-protein kinase receptor R3|TGF-B superfamily receptor type I|activin A receptor type II-like 1|activin A receptor type IL|activin A receptor, type II-like kinase 1	12q13.13	12	NC_000012.12	51906944	51923361	plus	12	601284	
9606	Homo sapiens	95	0	live	ACY1	ACY-1D, HEL-S-5, ACY1	aminoacylase 1	aminoacylase-1|N-acyl-L-amino-acid amidohydrolase|acylase|epididymis secretory protein Li 5	3p21.2	3	NC_000003.12	51983535	51989197	plus	15	104620	
9606	Homo sapiens	97	0	live	ACYP1	ACYPE	acylphosphatase 1	acylphosphatase-1|acylphosphatase 1, erythrocyte (common) type|acylphosphatase, erythrocyte isozyme|acylphosphatase, organ-common type isozyme|acylphosphate phosphohydrolase 1	14q24.3	14	NC_000014.9	75053243	75069490	minus	5	600875	
9606	Homo sapiens	51816	0	live	ADA2	ADGF, CECR1, IDGFL, PAN, SNEDS, VAIHS	adenosine deaminase 2	adenosine deaminase 2|adenosine deaminase CECR1|cat eye syndrome chromosome region, candidate 1|cat eye syndrome critical region protein 1	22q11.1	22	NC_000022.11	17178790	17221848	minus	13	607575	
9606	Homo sapiens	8728	0	live	ADAM19	FKSG34, MADDAM, MLTNB	ADAM metallopeptidase domain 19	disintegrin and metalloproteinase domain-containing protein 19|a disintegrin and metalloproteinase domain 19 (meltrin beta)|metalloprotease and disintegrin dendritic antigen marker|metalloprotease-disintegrin meltrin beta	5q33.3	5	NC_000005.10	157477304	157575775	minus	24	603640	
9606	Homo sapiens	8759	0	live	ADAM1A	ADAM1, ADAM1P, FTNAP, Ftna, PH-30a	ADAM metallopeptidase domain 1A (pseudogene)	ADAM metallopeptidase domain 1 (fertilin alpha) pseudogene|ADAM metallopeptidase domain 1, pseudogene|a disintegrin and metalloproteinase domain 1 ( fertilin alpha)|a disintegrin and metalloproteinase domain 1 (fertilin alpha) pseudogene|fertilin alpha	12q24.12-q24.13	12	NC_000012.12	111899063	111901902	plus	0		
9606	Homo sapiens	53616	0	live	ADAM22	ADAM 22, DEE61, EIEE61, MDC2	ADAM metallopeptidase domain 22	disintegrin and metalloproteinase domain-containing protein 22|a disintegrin and metalloproteinase domain 22|metalloproteinase-disintegrin ADAM22-3|metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2	7q21.12	7	NC_000007.14	87934251	88202889	plus	35	603709	
9606	Homo sapiens	10863	0	live	ADAM28	ADAM 28, MDC-L, MDCL, eMDC II, eMDCII	ADAM metallopeptidase domain 28	disintegrin and metalloproteinase domain-containing protein 28|epididymal metalloproteinase-like, disintegrin-like, and cysteine-rich protein II|epididymial metalloproteinase-like, disintegrin-like, and cysteine-rich protein II|epididymis secretory sperm binding protein|metalloproteinase-like, disintegrin-like, and cysteine-rich protein-L	8p21.2	8	NC_000008.11	24294069	24359014	plus	29	606188	
10090	Mus musculus	11504	0	live	Adamts1	ADAM-TS1, ADAMTS, ADAMTS-1, C3-C5, METH-1, METH1	ADAM metallopeptidase with thrombospondin type 1 motif 1	A disintegrin and metalloproteinase with thrombospondin motifs 1|ADAM-TS 1|a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1	16 48.2 cM	16	NC_000082.7	85590715	85600001	minus	9		
9606	Homo sapiens	11093	0	live	ADAMTS13	ADAM-TS13, ADAMTS-13, C9orf8, VWFCP, vWF-CP	ADAM metallopeptidase with thrombospondin type 1 motif 13	A disintegrin and metalloproteinase with thrombospondin motifs 13|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13|vWF-cleaving protease|von Willebrand factor-cleaving protease	9q34.2	9	NC_000009.12	133414337	133459386	plus	32	604134	
9606	Homo sapiens	140766	0	live	ADAMTS14		ADAM metallopeptidase with thrombospondin type 1 motif 14	A disintegrin and metalloproteinase with thrombospondin motifs 14|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 14	10q22.1	10	NC_000010.11	70672506	70762441	plus	26	607506	
9606	Homo sapiens	170689	0	live	ADAMTS15		ADAM metallopeptidase with thrombospondin type 1 motif 15	A disintegrin and metalloproteinase with thrombospondin motifs 15|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 15, preproprotein|metalloprotease disintegrin 15 with thrombospondin domains	11q24.3	11	NC_000011.10	130448645	130476645	plus	9	607509	
9606	Homo sapiens	170692	0	live	ADAMTS18	ADAMTS21, KNO2, MMCAT	ADAM metallopeptidase with thrombospondin type 1 motif 18	A disintegrin and metalloproteinase with thrombospondin motifs 18|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 18|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 21|disintegrin and metalloprotease-like protein	16q23.1	16	NC_000016.10	77282128	77435034	minus	23	607512	
9606	Homo sapiens	80070	0	live	ADAMTS20	ADAM-TS20, ADAMTS-20, GON-1	ADAM metallopeptidase with thrombospondin type 1 motif 20	A disintegrin and metalloproteinase with thrombospondin motifs 20|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 20	12q12	12	NC_000012.12	43352763	43552203	minus	39	611681	
9606	Homo sapiens	11095	0	live	ADAMTS8	ADAM-TS8, METH2	ADAM metallopeptidase with thrombospondin type 1 motif 8	A disintegrin and metalloproteinase with thrombospondin motifs 8|ADAMTS-8|METH-2|METH-8|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 8	11q24.3	11	NC_000011.10	130404923	130428609	minus	9	605175	
9606	Homo sapiens	11033	0	live	ADAP1	CENTA1, GCS1L, p42IP4	ArfGAP with dual PH domains 1	arf-GAP with dual PH domain-containing protein 1|centaurin-alpha|centaurin-alpha-1|cnt-a1|putative MAPK-activating protein PM25	7p22.3	7	NC_000007.14	897900	955407	minus	15	608114	
9606	Homo sapiens	105	0	live	ADARB2	ADAR3, RED2	adenosine deaminase RNA specific B2 (inactive)	double-stranded RNA-specific editase B2|RED2 homolog|RNA-dependent adenosine deaminase 3|RNA-editing deaminase 2|RNA-editing enzyme 2|adenosine deaminase, RNA-specific, B2 (RED1 homolog rat)|adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)|adenosine deaminase, RNA-specific, B2 (non-functional)|dsRNA adenosine deaminase B2|homolog of rat BLUE	10p15.3	10	NC_000010.11	1177313	1737525	minus	10	602065	
9606	Homo sapiens	134637	0	live	ADAT2	DEADC1, TAD2, dJ20N2, dJ20N2.1	adenosine deaminase tRNA specific 2	tRNA-specific adenosine deaminase 2|adenosine deaminase, tRNA-specific 2, TAD2 homolog|deaminase domain containing 1|deaminase domain-containing protein 1|tRNA-specific adenosine deaminase 2 homolog|tRNA-specific adenosine-34 deaminase subunit ADAT2	6q24.2	6	NC_000006.12	143422832	143450695	minus	10	615388	
9606	Homo sapiens	108	0	live	ADCY2	AC2, HBAC2	adenylate cyclase 2	adenylate cyclase type 2|3',5'-cyclic AMP synthetase|ATP pyrophosphate-lyase 2|adenylate cyclase 2 (brain)|adenylate cyclase II|adenylate cyclase type II|adenylyl cyclase 2|type II adenylate cyclase	5p15.31	5	NC_000005.10	7396138	7830081	plus	26	103071	
9606	Homo sapiens	111	0	live	ADCY5	AC5, DSKOD, FDFM	adenylate cyclase 5	adenylate cyclase type 5|ATP pyrophosphate-lyase 5|adenylate cyclase type V|adenylyl cyclase 5|epididymis secretory sperm binding protein	3q21.1	3	NC_000003.12	123282296	123449090	minus	32	600293	
9606	Homo sapiens	116	0	live	ADCYAP1	PACAP	adenylate cyclase activating polypeptide 1	pituitary adenylate cyclase-activating polypeptide|adenylate cyclase activating polypeptide 1 (pituitary)|prepro-PACAP	18p11.32	18	NC_000018.10	904411	912172	plus	7	102980	
9606	Homo sapiens	117	0	live	ADCYAP1R1	PAC1, PAC1R, PACAPR, PACAPRI	ADCYAP receptor type I	pituitary adenylate cyclase-activating polypeptide type I receptor|PACAP receptor 1|PACAP type I receptor|PACAP-R1|adenylate cyclase activating polypeptide 1 (pituitary) receptor type I|pituitary adenylate cyclase activating polypeptide 1 receptor type I Hiphop|pituitary adenylate cyclase-activating polypeptide type 1 receptor	7p14.3	7	NC_000007.14	31052308	31111474	plus	18	102981	
9606	Homo sapiens	25960	0	live	ADGRA2	GPR124, TEM5	adhesion G protein-coupled receptor A2	adhesion G protein-coupled receptor A2|G-protein coupled receptor 124|tumor endothelial marker 5	8p11.23	8	NC_000008.11	37796883	37844896	plus	19	606823	
9606	Homo sapiens	283383	0	live	ADGRD1	GPR133, PGR25	adhesion G protein-coupled receptor D1	adhesion G-protein coupled receptor D1|G-protein coupled receptor 133|G-protein coupled receptor PGR25|probable G-protein coupled receptor 133	12q24.33	12	NC_000012.12	130953907	131141469	plus	30	613639	
9606	Homo sapiens	347088	0	live	ADGRD2	GPR144, PGR24	adhesion G protein-coupled receptor D2	adhesion G-protein coupled receptor D2|G protein-coupled receptor PGR24|G-protein coupled receptor 144|G-protein coupled receptor GPR144	9q33.3	9	NC_000009.12	124450451	124478580	plus	26		
9606	Homo sapiens	266977	0	live	ADGRF1	GPR110, KPG_012, PGR19, hGPCR36	adhesion G protein-coupled receptor F1	adhesion G-protein coupled receptor F1|G protein-coupled receptor 110|G protein-coupled receptor PGR19|G-protein coupled receptor KPG_012|probable G-protein coupled receptor 110|seven transmembrane helix receptor	6	6	NC_000006.12	46997708	47042332	minus	16	617430	
9606	Homo sapiens	222611	0	live	ADGRF2	GPR111, PGR20, hGPCR35	adhesion G protein-coupled receptor F2	G protein-coupled receptor 111|probable G-protein coupled receptor 111	6p12.3	6	NC_000006.12	47656472	47697794	plus	11		
9606	Homo sapiens	165082	0	live	ADGRF3	GPR113, PGR23	adhesion G protein-coupled receptor F3	adhesion G-protein coupled receptor F3|G protein-coupled receptor 113|G protein-coupled receptor PGR23|probable G-protein coupled receptor 113|seven transmembrane helix receptor	2p23.3	2	NC_000002.12	26308173	26346789	minus	19		
9606	Homo sapiens	222487	0	live	ADGRG3	GPR97, PB99, PGR26	adhesion G protein-coupled receptor G3	adhesion G protein-coupled receptor G3|G protein-coupled receptor 97|G-protein coupled receptor PGR26|probable G-protein coupled receptor 97	16q21	16	NC_000016.10	57665629	57689378	plus	14	618441	
9606	Homo sapiens	84873	0	live	ADGRG7	GPR128	adhesion G protein-coupled receptor G7	adhesion G-protein coupled receptor G7|G-protein coupled receptor 128	3q12.2	3	NC_000003.12	100609601	100695479	plus	16	612307	
9606	Homo sapiens	64123	0	live	ADGRL4	ELTD1, ETL, KPG_003	adhesion G protein-coupled receptor L4	adhesion G protein-coupled receptor L4|EGF, latrophilin and seven transmembrane domain containing 1|EGF, latrophilin and seven transmembrane domain-containing protein 1|EGF-TM7-latrophilin-related protein	1p31.1	1	NC_000001.11	78889764	79006730	minus	15	616419	
9606	Homo sapiens	125	0	live	ADH1B	ADH2, HEL-S-117	alcohol dehydrogenase 1B (class I), beta polypeptide	all-trans-retinol dehydrogenase [NAD(+)] ADH1B|ADH, beta subunit|alcohol dehydrogenase 2 (class I), beta polypeptide|alcohol dehydrogenase subunit beta|aldehyde reductase|epididymis secretory protein Li 117	4q23	4	NC_000004.12	99304971	99321401	minus	10	103720	
9606	Homo sapiens	127	0	live	ADH4	ADH-2, HEL-S-4	alcohol dehydrogenase 4 (class II), pi polypeptide	all-trans-retinol dehydrogenase [NAD(+)] ADH4|alcohol dehydrogenase 2|alcohol dehydrogenase class II pi chain|aldehyde reductase|epididymis secretory protein Li 4	4q23	4	NC_000004.12	99123658	99144297	minus	10	103740	
9606	Homo sapiens	9370	0	live	ADIPOQ	ACDC, ACRP30, ADIPQTL1, ADPN, APM-1, APM1, GBP28	adiponectin, C1Q and collagen domain containing	adiponectin|30 kDa adipocyte complement-related protein|adipocyte complement-related 30 kDa protein|adipose most abundant gene transcript 1 protein|adipose specific collagen-like factor|gelatin-binding protein 28	3q27.3	3	NC_000003.12	186842710	186858463	plus	4	605441	
9606	Homo sapiens	10974	0	live	ADIRF	AFRO, APM2, C10orf116, apM-2	adipogenesis regulatory factor	adipogenesis regulatory factor|adipogenesis factor rich in obesity|adipose most abundant gene transcript 2 protein|adipose specific 2|adipose-specific protein 2	10q23.2	10	NC_000010.11	86968482	86970915	plus	3		
9606	Homo sapiens	79924	0	live	ADM2	AM2, dJ579N16.4	adrenomedullin 2	protein ADM2|intermedin	22q13.33	22	NC_000022.11	50481543	50486437	plus	2	608682	
9606	Homo sapiens	135	0	live	ADORA2A	A2aR, ADORA2, RDC8	adenosine A2a receptor	adenosine receptor A2a|adenosine receptor subtype A2a	22q11.23	22	NC_000022.11	24423597	24442357	plus	6	102776	
9606	Homo sapiens	140	0	live	ADORA3	A3AR	adenosine A3 receptor	adenosine receptor A3	1p13.2	1	NC_000001.11	111499429	111503633	minus	2	600445	
9606	Homo sapiens	113622	0	live	ADPRHL1	ARH2	ADP-ribosylhydrolase like 1	inactive ADP-ribosyltransferase ARH2|ADP-ribosyl-hydrolase|ADP-ribosylarginine hydrolase like 1|ADP-ribosylhydrolase 2|ADP-ribosylhydrolase-like protein 1|[Protein ADP-ribosylarginine] hydrolase-like protein 1	13q34	13	NC_000013.11	113399610	113453488	minus	13	610620	
9606	Homo sapiens	151	0	live	ADRA2B	ADRA2L1, ADRA2RL1, ADRARL1, ALPHA2BAR, FAME2, alpha-2BAR	adrenoceptor alpha 2B	alpha-2B adrenergic receptor|ADRA2B adrenergic, alpha-2B-, receptor|G-protein coupled receptor|alpha-2 adrenergic receptor subtype C2|alpha-2-adrenergic receptor-like 1|alpha-2B adrenoreceptor	2q11.2	2	NC_000002.12	96112876	96116571	minus	1	104260	
9606	Homo sapiens	153	0	live	ADRB1	ADRB1R, B1AR, BETA1AR, FNSS2, RHR	adrenoceptor beta 1	beta-1 adrenergic receptor|adrenergic, beta-1-, receptor|beta-1 adrenoceptor|beta-1 adrenoreceptor	10q25.3	10	NC_000010.11	114043866	114046904	plus	1	109630	
9606	Homo sapiens	154	0	live	ADRB2	ADRB2R, ADRBR, B2AR, BAR, BETA2AR	adrenoceptor beta 2	beta-2 adrenergic receptor|adrenergic, beta-2-, receptor, surface|adrenoceptor beta 2 surface|beta-2 adrenoceptor|beta-2 adrenoreceptor|catecholamine receptor	5q32	5	NC_000005.10	148826611	148828623	plus	1	109690	
9606	Homo sapiens	155	0	live	ADRB3	BETA3AR	adrenoceptor beta 3	beta-3 adrenergic receptor|adrenergic, beta-3-, receptor|beta-3 adrenoceptor|beta-3 adrenoreceptor	8p11.23	8	NC_000008.11	37962990	37966599	minus	2	109691	
9606	Homo sapiens	2334	0	live	AFF2	FMR2, FMR2P, FRAXE, MRX2, OX19, XLID109	ALF transcription elongation factor 2	AF4/FMR2 family member 2|protein FMR-2	Xq28	X	NC_000023.11	148500617	149000663	plus	22	300806	
