tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	116983	0	live	ACAP3	CENTB5	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3|centaurin-beta-5|cnt-b5	1p36.33	1	NC_000001.11	1292391	1307930	minus	25		
9606	Homo sapiens	79777	0	live	ACBD4	HMFT0700	acyl-CoA binding domain containing 4	acyl-CoA-binding domain-containing protein 4|acyl-Coenzyme A binding domain containing 4	17q21.31	17	NC_000017.11	45131597	45144176	plus	14	619968	
9606	Homo sapiens	91452	0	live	ACBD5	RDLKD	acyl-CoA binding domain containing 5	acyl-CoA-binding domain-containing protein 5|acyl-Coenzyme A binding domain containing 5|endozepine-related protein|membrane-associated diazepam binding inhibitor	10p12.1	10	NC_000010.11	27182838	27242111	minus	17	616618	
9606	Homo sapiens	84320	0	live	ACBD6		acyl-CoA binding domain containing 6	acyl-CoA-binding domain-containing protein 6|acyl-Coenzyme A binding domain containing 6	1q25.2-q25.3	1	NC_000001.11	180269653	180502577	minus	11	616352	
9606	Homo sapiens	65057	0	live	ACD	PIP1, PTOP, TINT1, TPP1	ACD shelterin complex subunit and telomerase recruitment factor	adrenocortical dysplasia protein homolog|POT1 and TIN2-interacting protein|TIN2 interacting protein 1|adrenocortical dysplasia homolog	16q22.1	16	NC_000016.10	67657512	67660260	minus	12	609377	
9606	Homo sapiens	59272	0	live	ACE2	ACEH	angiotensin converting enzyme 2	angiotensin-converting enzyme 2|ACE-related carboxypeptidase|angiotensin I converting enzyme (peptidyl-dipeptidase A) 2|angiotensin I converting enzyme 2|angiotensin-converting enzyme homolog|angiotensin-converting enzyme-related carboxypeptidase|metalloprotease MPROT15|peptidyl-dipeptidase A	Xp22.2	X	NC_000023.11	15518197	15607211	minus	22	300335	
9606	Homo sapiens	55331	0	live	ACER3	APHC, PHCA, PLDECO	alkaline ceramidase 3	alkaline ceramidase 3|alkCDase 3|alkaline CDase 3|alkaline dihydroceramidase SB89|alkaline phytoceramidase|phytoceramidase, alkaline	11q13.5	11	NC_000011.10	76860918	77026797	plus	16	617036	
9606	Homo sapiens	47	0	live	ACLY	ACL, ATPCL, CLATP	ATP citrate lyase	ATP-citrate synthase|ATP-citrate (pro-S-)-lyase|citrate cleavage enzyme	17q21.2	17	NC_000017.11	41866917	41930545	minus	30	108728	
9606	Homo sapiens	10965	0	live	ACOT2	CTE-IA, CTE1A, MTE1, PTE2, PTE2A, ZAP128	acyl-CoA thioesterase 2	acyl-coenzyme A thioesterase 2, mitochondrial|acyl-coenzyme A thioester hydrolase 2a|long-chain acyl-CoA thioesterase 2|mitochondrial acyl-CoA thioesterase 1|peroxisomal long-chain acyl-coA thioesterase 2	14q24.3	14	NC_000014.9	73567620	73575658	plus	5	609972	
9606	Homo sapiens	23597	0	live	ACOT9	ACATE2, CGI-16, MT-ACT48, MTACT48	acyl-CoA thioesterase 9	acyl-coenzyme A thioesterase 9, mitochondrial|acyl-CoA thioester hydrolase 9|acyl-Coenzyme A thioesterase 2, mitochondrial|mitochondrial Acyl-CoA Thioesterase	Xp22.11	X	NC_000023.11	23701055	23743276	minus	16	300862	
9606	Homo sapiens	51	0	live	ACOX1	ACOX, AOX, MITCH, PALMCOX, SCOX	acyl-CoA oxidase 1	peroxisomal acyl-coenzyme A oxidase 1|acyl-CoA oxidase 1, palmitoyl|acyl-CoA oxidase, straight-chain|acyl-Coenzyme A oxidase 1, palmitoyl|palmitoyl-CoA oxidase|peroxisomal fatty acyl-CoA oxidase|straight-chain acyl-CoA oxidase	17q25.1	17	NC_000017.11	75941507	75979166	minus	15	609751	
9606	Homo sapiens	8309	0	live	ACOX2	BCOX, BRCACOX, BRCOX, CBAS6, THCCox	acyl-CoA oxidase 2	peroxisomal acyl-coenzyme A oxidase 2|3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase|3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase|THCA-CoA oxidase|acyl-CoA oxidase 2, branched chain|acyl-Coenzyme A oxidase 2, branched chain|branched chain acyl-CoA oxidase|peroxisomal branched chain acyl-CoA oxidase|trihydroxycoprostanoyl-CoA oxidase	3p14.3	3	NC_000003.12	58505136	58537190	minus	16	601641	
9606	Homo sapiens	52	0	live	ACP1	HAAP, LMW-PTP, LMWPTP	acid phosphatase 1	low molecular weight phosphotyrosine protein phosphatase|LMW-PTPase|acid phosphatase 1, soluble|acid phosphatase of erythrocyte|adipocyte acid phosphatase|cytoplasmic phosphotyrosyl protein phosphatase|low molecular weight cytosolic acid phosphatase|protein tyrosine phosphatase|red cell acid phosphatase 1|testicular secretory protein Li 37	2p25.3	2	NC_000002.12	264947	278283	plus	7	171500	
9606	Homo sapiens	55	0	live	ACP3	5'-NT, ACP-3, ACPP, TM-PAP	acid phosphatase 3	prostatic acid phosphatase|TMPase|acid phosphatase, prostate|ecto-5'-nucleotidase|prostatic acid phosphotase|protein tyrosine phosphatase ACP3|thiamine monophosphatase	3q22.1	3	NC_000003.12	132317407	132368302	plus	12	171790	
9606	Homo sapiens	93650	0	live	ACP4	ACPT, AI1J	acid phosphatase 4	testicular acid phosphatase|acid phosphatase, testicular	19q13.33	19	NC_000019.10	50790415	50795219	plus	11	606362	
9606	Homo sapiens	123876	0	live	ACSM2A	A-923A4.1, ACSM2	acyl-CoA synthetase medium chain family member 2A	acyl-coenzyme A synthetase ACSM2A, mitochondrial|acyl-CoA synthetase medium-chain family member 2|benzoate--CoA ligase|butyrate--CoA ligase 2A|butyryl-coenzyme A synthetase 2A|middle-chain acyl-CoA synthetase 2A	16p12.3	16	NC_000016.10	20451521	20487669	plus	17	614358	
9606	Homo sapiens	59	0	live	ACTA2	ACTSA	actin alpha 2, smooth muscle	actin, aortic smooth muscle|actin, alpha 2, smooth muscle, aorta|alpha-cardiac actin|cell growth-inhibiting gene 46 protein	10q23.31	10	NC_000010.11	88935074	88991337	minus	12	102620	
9606	Homo sapiens	86	0	live	ACTL6A	ACTL6, ARPN-BETA, Arp4, BAF53A, INO80K, SMARCN1	actin like 6A	actin-like protein 6A|53 kDa BRG1-associated factor A|BAF complex 53 kDa subunit|BAF53|BRG1-associated factor 53A|INO80 complex subunit K|actin-related protein 4|actin-related protein Baf53a|arpNbeta|hArpN beta	3q26.33	3	NC_000003.12	179562926	179588407	plus	14	604958	
9606	Homo sapiens	81569	0	live	ACTL8	CT57	actin like 8	actin-like protein 8|actin like protein|cancer/testis antigen 57	1p36.13	1	NC_000001.11	17755333	17827063	plus	4		
9606	Homo sapiens	284382	0	live	ACTL9	HSD21, SPGF53	actin like 9	actin-like protein 9|testicular tissue protein Li 15|testicular tissue protein Li 9	19p13.2	19	NC_000019.10	8697400	8698795	minus	1	619251	
9606	Homo sapiens	55860	0	live	ACTR10	ACTR11, Arp10, Arp11, HARP11	actin related protein 10	actin-related protein 10|actin related protein 10 homolog|actin-related protein 11	14q23.1	14	NC_000014.9	58200149	58235636	plus	13	619731	
9606	Homo sapiens	100	0	live	ADA	ADA1	adenosine deaminase	adenosine deaminase|adenosine aminohydrolase	20q13.12	20	NC_000020.11	44619522	44651699	minus	12	608958	
9606	Homo sapiens	161931	0	live	ADAD2	TENRL	adenosine deaminase domain containing 2	adenosine deaminase domain-containing protein 2	16q24.1	16	NC_000016.10	84191157	84197166	plus	11	619532	
9606	Homo sapiens	8749	0	live	ADAM18	ADAM27, tMDCIII	ADAM metallopeptidase domain 18	disintegrin and metalloproteinase domain-containing protein 18|a disintegrin and metalloproteinase domain 18|transmembrane metalloproteinase-like, disintegrin-like, and cysteine-rich protein III	8p11.22	8	NC_000008.11	39584568	39730065	plus	20	619495	
9606	Homo sapiens	11086	0	live	ADAM29	CT73, svph1	ADAM metallopeptidase domain 29	disintegrin and metalloproteinase domain-containing protein 29|a disintegrin and metalloproteinase domain 29|cancer/testis antigen 73|epididymis secretory sperm binding protein|metallaproteinase-disintegrin (ADAM29)|testis secretory sperm-binding protein Li 207a	4q34.1	4	NC_000004.12	174918358	174978180	plus	9	604778	
9606	Homo sapiens	9509	0	live	ADAMTS2	ADAM-TS2, ADAMTS-2, ADAMTS-3, EDSDERMS, NPI, PC I-NP, PCI-NP, PCINP, PCPNI, PNPI	ADAM metallopeptidase with thrombospondin type 1 motif 2	A disintegrin and metalloproteinase with thrombospondin motifs 2|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2|procollagen I N-proteinase|procollagen I/II amino propeptide-processing enzyme|procollagen N-endopeptidase	5q35.3	5	NC_000005.10	179110853	179345461	minus	25	604539	
9606	Homo sapiens	11096	0	live	ADAMTS5	ADAM-TS 11, ADAM-TS 5, ADAM-TS5, ADAMTS-11, ADAMTS-5, ADAMTS11, ADMP-2	ADAM metallopeptidase with thrombospondin type 1 motif 5	A disintegrin and metalloproteinase with thrombospondin motifs 5|a disintegrin and metalloproteinase with thrombospondin motifs 11|a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)|aggrecanase-2	21q21.3	21	NC_000021.9	26917922	26967088	minus	8	605007	
9606	Homo sapiens	55803	0	live	ADAP2	CENTA2, HSA272195, cent-b	ArfGAP with dual PH domains 2	arf-GAP with dual PH domain-containing protein 2|centaurin beta|centaurin-alpha 2 protein	17q11.2	17	NC_000017.11	30921945	30959322	plus	11	608635	
9606	Homo sapiens	23536	0	live	ADAT1	HADAT1	adenosine deaminase tRNA specific 1	tRNA-specific adenosine deaminase 1|adenosine deaminase acting on tRNA|tRNA-specific adenosine-37 deaminase	16q23.1	16	NC_000016.10	75596868	75623281	minus	12	604230	
9606	Homo sapiens	90956	0	live	ADCK2	AARF	aarF domain containing kinase 2	uncharacterized aarF domain-containing protein kinase 2|putative ubiquinone biosynthesis protein AarF	7q34	7	NC_000007.14	140672945	140695110	plus	8		
9606	Homo sapiens	107	0	live	ADCY1	AC1, DFNB44	adenylate cyclase 1	adenylate cyclase type 1|3',5'-cyclic AMP synthetase|ATP pyrophosphate-lyase 1|Ca(2+)/calmodulin-activated adenylyl cyclase|adenyl cyclase|adenylate cyclase 1 (brain)|adenylate cyclase type I|adenylyl cyclase 1|adenylyl cyclase subtype 1	7p12.3	7	NC_000007.14	45574140	45723116	plus	22	103072	
9606	Homo sapiens	118	0	live	ADD1	ADDA	adducin 1	alpha-adducin|adducin 1 (alpha)|alpha-adducin 1|erythrocyte adducin alpha subunit	4p16.3	4	NC_000004.12	2843844	2930062	plus	20	102680	
9606	Homo sapiens	119	0	live	ADD2	ADDB	adducin 2	beta-adducin|adducin 2 (beta)|erythrocyte adducin subunit beta	2p13.3	2	NC_000002.12	70656784	70768200	minus	19	102681	
9606	Homo sapiens	576	0	live	ADGRB2	BAI2	adhesion G protein-coupled receptor B2	adhesion G protein-coupled receptor B2|brain-specific angiogenesis inhibitor 2	1p35.2	1	NC_000001.11	31727117	31764340	minus	33	602683	
9606	Homo sapiens	30817	0	live	ADGRE2	CD312, CD97, EMR2, VBU	adhesion G protein-coupled receptor E2	adhesion G protein-coupled receptor E2|CD97 antigen|EGF-like module-containing mucin-like hormone receptor-like 2|Leukocyte antigen CD97|egf-like module containing, mucin-like, hormone receptor-like 2	19p13.12	19	NC_000019.10	14724171	14778560	minus	26	606100	
9606	Homo sapiens	976	0	live	ADGRE5	CD97, TM7LN1	adhesion G protein-coupled receptor E5	adhesion G protein-coupled receptor E5|CD97 molecule|leukocyte antigen CD97|seven transmembrane helix receptor|seven-span transmembrane protein|seven-transmembrane, heterodimeric receptor associated with inflammation	19p13.12	19	NC_000019.10	14381444	14408723	plus	20	601211	
9606	Homo sapiens	10149	0	live	ADGRG2	CBAVDX, EDDM6, GPR64, HE6, TM7LN2	adhesion G protein-coupled receptor G2	adhesion G-protein coupled receptor G2|G protein-coupled receptor 64|G protein-coupled receptor, epididymis-specific (seven transmembrane family)|epididymal protein 6|human epididymis-specific protein 6	Xp22.13	X	NC_000023.11	18989307	19122956	minus	32	300572	
9606	Homo sapiens	23284	0	live	ADGRL3	CIRL3, CL3, LEC3, LPHN3	adhesion G protein-coupled receptor L3	adhesion G protein-coupled receptor L3|calcium-independent alpha-latrotoxin receptor 3|latrophilin homolog 3 (cow)|latrophilin-3|lectomedin 3	4q13.1	4	NC_000004.12	61200326	62078335	plus	33	616417	
9606	Homo sapiens	84059	0	live	ADGRV1	FEB4, GPR98, MASS1, USH2B, USH2C, VLGR1, VLGR1b	adhesion G protein-coupled receptor V1	adhesion G-protein coupled receptor V1|G-protein coupled receptor 98|monogenic audiogenic seizure susceptibility protein 1 homolog|usher syndrome type-2C protein|very large G-protein coupled receptor 1	5q14.3	5	NC_000005.10	90558797	91164437	plus	91	602851	
9606	Homo sapiens	51094	0	live	ADIPOR1	ACDCR1, CGI-45, CGI45, PAQR1, TESBP1A	adiponectin receptor 1	adiponectin receptor protein 1|progestin and adipoQ receptor family member 1|progestin and adipoQ receptor family member I	1q32.1	1	NC_000001.11	202940825	202958572	minus	11	607945	
9606	Homo sapiens	132	0	live	ADK	AK	adenosine kinase	adenosine kinase|adenosine 5'-phosphotransferase|testicular tissue protein Li 14	10q11-q24	10	NC_000010.11	74151221	74709290	plus	16	102750	
9606	Homo sapiens	133	0	live	ADM	AM, PAMP	adrenomedullin	pro-adrenomedullin|preproadrenomedullin|proadrenomedullin N-20 terminal peptide	11p15.4	11	NC_000011.10	10305073	10307397	plus	4	103275	
9606	Homo sapiens	22850	0	live	ADNP2	ZNF508	ADNP homeobox 2	activity-dependent neuroprotector homeobox protein 2|ADNP homeobox protein 2|zinc finger protein 508	18q23	18	NC_000018.10	80109262	80140346	plus	7	617422	
9606	Homo sapiens	54936	0	live	ADPRS	ADPRHL2, ARH3, CONDSIAS	ADP-ribosylserine hydrolase	ADP-ribosylhydrolase ARH3|ADP-ribose glycohydrolase ARH3|ADP-ribosylarginine hydrolase like 2|ADP-ribosylhydrolase 3|ADP-ribosylhydrolase like 2|O-acetyl-ADP-ribose deacetylase ARH3|[Protein ADP-ribosylarginine] hydrolase-like protein 2|[Protein ADP-ribosylserine] hydrolase|poly(ADP-ribose) glycohydrolase ARH3|protein ADP-ribosylarginine hydrolase-like protein 2	1p34.3	1	NC_000001.11	36088892	36093932	plus	6	610624	
9606	Homo sapiens	148	0	live	ADRA1A	ADRA1C, ADRA1L1, ALPHA1AAR	adrenoceptor alpha 1A	alpha-1A adrenergic receptor|G protein coupled receptor|alpha-1A adrenoceptor|alpha-1A adrenoreceptor|alpha-1C adrenergic receptor	8p21.2	8	NC_000008.11	26748150	26867379	minus	11	104221	
9606	Homo sapiens	147	0	live	ADRA1B	ADRA1, ALPHA1BAR	adrenoceptor alpha 1B	alpha-1B adrenergic receptor|adrenergic, alpha-1B-, receptor|alpha-1B adrenoceptor|alpha-1B adrenoreceptor	5q33.3	5	NC_000005.10	159865086	159989205	plus	10	104220	
9606	Homo sapiens	150	0	live	ADRA2A	ADRA2, ADRA2R, ADRAR, ALPHA2AAR, ZNF32	adrenoceptor alpha 2A	alpha-2A adrenergic receptor|adrenergic, alpha-2A-, receptor|alpha-2 adrenergic receptor subtype C10|alpha-2-adrenergic receptor, platelet type|alpha-2A adrenoceptor|alpha-2A adrenoreceptor|alpha-2AAR subtype C10	10q25.2	10	NC_000010.11	111077029	111080907	plus	1	104210	
9606	Homo sapiens	11047	0	live	ADRM1	ARM-1, ARM1, GP110, PSMD16	ADRM1 26S proteasome ubiquitin receptor	proteasomal ubiquitin receptor ADRM1|110 kDa cell membrane glycoprotein|M(r) 110,000 surface antigen|adhesion regulating molecule 1|proteasome regulatory particle non-ATPase 13|proteasome ubiquitin receptor|rpn13 homolog	20q13.33	20	NC_000020.11	62302896	62308862	plus	10	610650	
9606	Homo sapiens	158	0	live	ADSL	AMPS, ASASE, ASL	adenylosuccinate lyase	adenylosuccinate lyase|adenylosuccinase	22q13.1	22	NC_000022.11	40346500	40387527	plus	14	608222	
9606	Homo sapiens	4299	0	live	AFF1	AF4, FEL, MLLT2, PBM1	ALF transcription elongation factor 1	AF4/FMR2 family member 1|ALL1-fused gene from chromosome 4 protein|KMT2A/AFF1 fusion protein|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 2|pre-B-cell monocytic leukemia partner 1|proto-oncogene AF4	4q21.3-q22.1	4	NC_000004.12	86935011	87141039	plus	23	159557	
9606	Homo sapiens	246269	0	live	AFG1L	AFG1, LACE1, c222389	AFG1 like ATPase	AFG1-like ATPase|ATPase family gene 1 homolog|CG8520 gene product|lactation elevated 1|lactation elevated protein 1	6q21	6	NC_000006.12	108295054	108526001	plus	21	617469	
9606	Homo sapiens	166378	0	live	AFG2A	AFG2, EHLMRS, NEDHSB, SPAF, SPATA5	AFG2 AAA ATPase homolog A	ribosome biogenesis protein SPATA5|ATPase family gene 2 homolog|ATPase family protein 2 homolog|spermatogenesis associated 5|spermatogenesis associated factor SPAF|spermatogenesis-associated factor protein|spermatogenesis-associated protein 5	4q28.1	4	NC_000004.12	122923078	123319433	plus	24	613940	
9606	Homo sapiens	10939	0	live	AFG3L2	OPA12, SCA28, SPAX5	AFG3 like matrix AAA peptidase subunit 2	AFG3-like protein 2|AFG3 ATPase family gene 3-like 2|AFG3 ATPase family member 3-like 2|AFG3 like AAA ATPase 2|ATPase family gene 3, yeast|paraplegin-like protein	18p11.21	18	NC_000018.10	12328944	12377227	minus	17	604581	
9606	Homo sapiens	116988	0	live	AGAP3	AGAP-3, CENTG3, CRAG, MRIP-1, cnt-g3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3|CRAM-associated GTPase|CRMP (collapsin response mediator protein) associated|MR1-interacting protein|centaurin-gamma-3	7q36.1	7	NC_000007.14	151085867	151144434	plus	27	616813	
9606	Homo sapiens	119016	0	live	AGAP4	AGAP-4, AGAP-8, AGAP8, CTGLF1, CTGLF5, MRIP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	arf-GAP with GTPase, ANK repeat and PH domain-containing protein 4|ARF GTPase-activating protein|ArfGAP with GTPase domain, ankyrin repeat and PH domain 8|arf-GAP with GTPase, ANK repeat and PH domain-containing protein 8|centaurin, gamma-like family, member 1|centaurin, gamma-like family, member 5	10q11.22	10	NC_000010.11	45825594	45854690	minus	12		
9606	Homo sapiens	340351	0	live	AGBL3	CCP3	AGBL carboxypeptidase 3	cytosolic carboxypeptidase 3|ATP/GTP binding protein like 3|protein deglutamylase CCP3	7q33	7	NC_000007.14	134986508	135135778	plus	22	617346	
9606	Homo sapiens	177	0	live	AGER	RAGE, SCARJ1, sRAGE	advanced glycosylation end-product specific receptor	advanced glycosylation end product-specific receptor|receptor for advanced glycation end-products	6p21.32	6	NC_000006.12	32180969	32184253	minus	10	600214	
9606	Homo sapiens	10555	0	live	AGPAT2	1-AGPAT2, BSCL, BSCL1, LPAAB, LPAAT-beta, LPLAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta|1-AGP acyltransferase 2|1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)|lysophosphatidic acid acyltransferase-beta|lysophospholipid acyltransferase 2|testicular tissue protein Li 143	9q34.3	9	NC_000009.12	136673143	136687457	minus	7	603100	
